routeID,lon,lat,datetime,type
4,-73.9634512,40.7658448,2023/10/1 0:02,rider
4,-73.96344219,40.7658573,2023/10/1 0:02,rider
4,-73.96343317,40.7658698,2023/10/1 0:02,rider
4,-73.96342416,40.7658823,2023/10/1 0:02,rider
4,-73.96341514,40.7658948,2023/10/1 0:03,rider
4,-73.96340613,40.7659073,2023/10/1 0:03,rider
4,-73.96339711,40.7659198,2023/10/1 0:03,rider
4,-73.9633881,40.7659323,2023/10/1 0:03,rider
4,-73.9633881,40.7659323,2023/10/1 0:03,rider
4,-73.96417785,40.7662668,2023/10/1 0:03,rider
4,-73.9649676,40.7666013,2023/10/1 0:03,rider
5,-73.993814,40.732731,2023/10/1 0:00,rider
5,-73.993568,40.7330175,2023/10/1 0:00,rider
5,-73.993322,40.733304,2023/10/1 0:00,rider
5,-73.993322,40.733304,2023/10/1 0:00,rider
5,-73.993057,40.733613,2023/10/1 0:00,rider
5,-73.992792,40.733922,2023/10/1 0:00,rider
5,-73.992792,40.733922,2023/10/1 0:00,rider
5,-73.99269329,40.73388035,2023/10/1 0:00,rider
5,-73.99259459,40.73383871,2023/10/1 0:00,rider
5,-73.99249588,40.73379706,2023/10/1 0:00,rider
5,-73.99239718,40.73375541,2023/10/1 0:00,rider
5,-73.99229847,40.73371376,2023/10/1 0:00,rider
5,-73.99219976,40.73367212,2023/10/1 0:01,rider
5,-73.99210106,40.73363047,2023/10/1 0:01,rider
5,-73.99200235,40.73358882,2023/10/1 0:01,rider
5,-73.99190365,40.73354718,2023/10/1 0:01,rider
5,-73.99180494,40.73350553,2023/10/1 0:01,rider
5,-73.99170624,40.73346388,2023/10/1 0:01,rider
5,-73.99160753,40.73342224,2023/10/1 0:01,rider
5,-73.99150882,40.73338059,2023/10/1 0:01,rider
5,-73.99141012,40.73333894,2023/10/1 0:01,rider
5,-73.99131141,40.73329729,2023/10/1 0:01,rider
5,-73.99121271,40.73325565,2023/10/1 0:01,rider
5,-73.991114,40.733214,2023/10/1 0:01,rider
